station,avg_arr_delay,train_no,days,type
VAPI,2.0,14708,Daily,MAIL EXPRESS
VALSAD,6.0,14708,Daily,MAIL EXPRESS
NAVSARI,13.0,14708,Daily,MAIL EXPRESS
SURAT,0.0,14708,Daily,MAIL EXPRESS
BHARUCH JN,13.0,14708,Daily,MAIL EXPRESS
VADODARA JN,16.0,14708,Daily,MAIL EXPRESS
ANAND JN,30.0,14708,Daily,MAIL EXPRESS
NADIAD JN,32.0,14708,Daily,MAIL EXPRESS
AHMEDABAD JN,0.0,14708,Daily,MAIL EXPRESS
SABARMATI BG,10.0,14708,Daily,MAIL EXPRESS
KALOL,12.0,14708,Daily,MAIL EXPRESS
MAHESANA JN,11.0,14708,Daily,MAIL EXPRESS
PALANPUR JN,0.0,14708,Daily,MAIL EXPRESS
ABU ROAD,0.0,14708,Daily,MAIL EXPRESS
PINDWARA,1.0,14708,Daily,MAIL EXPRESS
JAWAI BANDH,0.0,14708,Daily,MAIL EXPRESS
FALNA,1.0,14708,Daily,MAIL EXPRESS
RANI,1.0,14708,Daily,MAIL EXPRESS
SOMESAR,3.0,14708,Daily,MAIL EXPRESS
MARWAR JN,0.0,14708,Daily,MAIL EXPRESS
PALI MARWAR,0.0,14708,Daily,MAIL EXPRESS
LUNI JN,19.0,14708,Daily,MAIL EXPRESS
JODHPUR JN,24.0,14708,Daily,MAIL EXPRESS
RAIKA BAGH,25.0,14708,Daily,MAIL EXPRESS
GOTAN,27.0,14708,Daily,MAIL EXPRESS
MERTA ROAD JN,27.0,14708,Daily,MAIL EXPRESS
MARWAR MUNDWA,30.0,14708,Daily,MAIL EXPRESS
NAGAUR,31.0,14708,Daily,MAIL EXPRESS
NOKHA,35.0,14708,Daily,MAIL EXPRESS
DESHNOK,31.0,14708,Daily,MAIL EXPRESS
BIKANER JN,0.0,14708,Daily,MAIL EXPRESS
LALGARH JN,0.0,14708,Daily,MAIL EXPRESS
LOKMANYATILAK,0.0,12165,"Mon,Thu,Fri",SUPERFAST
THANE,42.0,12165,"Mon,Thu,Fri",SUPERFAST
KALYAN JN,56.0,12165,"Mon,Thu,Fri",SUPERFAST
NASIK ROAD,48.0,12165,"Mon,Thu,Fri",SUPERFAST
MANMAD JN,43.0,12165,"Mon,Thu,Fri",SUPERFAST
JALGAON JN,70.0,12165,"Mon,Thu,Fri",SUPERFAST
BHUSAVAL JN,59.0,12165,"Mon,Thu,Fri",SUPERFAST
ITARSI JN,14.0,12165,"Mon,Thu,Fri",SUPERFAST
JABALPUR,42.0,12165,"Mon,Thu,Fri",SUPERFAST
KATNI,40.0,12165,"Mon,Thu,Fri",SUPERFAST
SATNA,40.0,12165,"Mon,Thu,Fri",SUPERFAST
PRAYAGRAJ JN,17.0,12165,"Mon,Thu,Fri",SUPERFAST
JANGHAI JN,47.0,12165,"Mon,Thu,Fri",SUPERFAST
BHADOHI,50.0,12165,"Mon,Thu,Fri",SUPERFAST
VARANASI,44.0,12165,"Mon,Thu,Fri",SUPERFAST
MAU JN,62.0,12165,"Mon,Thu,Fri",SUPERFAST
DEORIA SADAR,99.0,12165,"Mon,Thu,Fri",SUPERFAST
GORAKHPUR JN,99.0,12165,"Mon,Thu,Fri",SUPERFAST
LOKMANYATILAK,0.0,12163,Daily,SUPERFAST
THANE,23.0,12163,Daily,SUPERFAST
KALYAN JN,24.0,12163,Daily,SUPERFAST
PUNE JN,41.0,12163,Daily,SUPERFAST
SOLAPUR JN,25.0,12163,Daily,SUPERFAST
KALABURAGI,33.0,12163,Daily,SUPERFAST
WADI,12.0,12163,Daily,SUPERFAST
YADGIR,19.0,12163,Daily,SUPERFAST
SAIDAPUR,20.0,12163,Daily,SUPERFAST
RAICHUR,16.0,12163,Daily,SUPERFAST
MANTHRALAYAM RD,26.0,12163,Daily,SUPERFAST
ADONI,21.0,12163,Daily,SUPERFAST
GUNTAKAL JN,11.0,12163,Daily,SUPERFAST
GOOTY,23.0,12163,Daily,SUPERFAST
TADIPATRI,29.0,12163,Daily,SUPERFAST
YERRAGUNTLA,24.0,12163,Daily,SUPERFAST
CUDDAPAH,21.0,12163,Daily,SUPERFAST
RAZAMPETA,19.0,12163,Daily,SUPERFAST
RENIGUNTA JN,1.0,12163,Daily,SUPERFAST
PUTTUR,16.0,12163,Daily,SUPERFAST
TIRUTTANI,13.0,12163,Daily,SUPERFAST
ARAKKONAM,21.0,12163,Daily,SUPERFAST
PERAMBUR,22.0,12163,Daily,SUPERFAST
PURATCHI THALAIVAR DR. MGR CTL CHENNAI,0.0,12163,Daily,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22225,"Mon,Tue,Thu,Fri,Sat,Sun",VANDE BHARAT
KALYAN JN,7.0,22225,"Mon,Tue,Thu,Fri,Sat,Sun",VANDE BHARAT
PUNE JN,17.0,22225,"Mon,Tue,Thu,Fri,Sat,Sun",VANDE BHARAT
KURDUVADI JN.,11.0,22225,"Mon,Tue,Thu,Fri,Sat,Sun",VANDE BHARAT
SOLAPUR JN,10.0,22225,"Mon,Tue,Thu,Fri,Sat,Sun",VANDE BHARAT
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,22177,Daily,SUPERFAST
DADAR,50.0,22177,Daily,SUPERFAST
THANE,50.0,22177,Daily,SUPERFAST
KALYAN JN,39.0,22177,Daily,SUPERFAST
IGATPURI,42.0,22177,Daily,SUPERFAST
NASIK ROAD,49.0,22177,Daily,SUPERFAST
MANMAD JN,53.0,22177,Daily,SUPERFAST
NANDGAON,63.0,22177,Daily,SUPERFAST
CHALISGAON JN,67.0,22177,Daily,SUPERFAST
PACHORA JN,68.0,22177,Daily,SUPERFAST
JALGAON JN,77.0,22177,Daily,SUPERFAST
BHUSAVAL JN,62.0,22177,Daily,SUPERFAST
BURHANPUR,65.0,22177,Daily,SUPERFAST
KHANDWA JUNCTION,36.0,22177,Daily,SUPERFAST
ITARSI JN,33.0,22177,Daily,SUPERFAST
PIPARIYA,39.0,22177,Daily,SUPERFAST
NARSINGHPUR,51.0,22177,Daily,SUPERFAST
SRIDHAM,51.0,22177,Daily,SUPERFAST
MADAN MAHAL,52.0,22177,Daily,SUPERFAST
JABALPUR,41.0,22177,Daily,SUPERFAST
KATNI,54.0,22177,Daily,SUPERFAST
MAIHAR,65.0,22177,Daily,SUPERFAST
SATNA,66.0,22177,Daily,SUPERFAST
MANIKPUR JN,16.0,22177,Daily,SUPERFAST
PRAYAGRAJ CHHEOKI,33.0,22177,Daily,SUPERFAST
VINDHYACHAL,36.0,22177,Daily,SUPERFAST
MIRZAPUR,30.0,22177,Daily,SUPERFAST
CHUNAR,40.0,22177,Daily,SUPERFAST
KASHI,14.0,22177,Daily,SUPERFAST
VARANASI,17.0,22177,Daily,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,82356,"Tue,Fri",SUVIDHA TRAIN
KALYAN JN,13.0,82356,"Tue,Fri",SUVIDHA TRAIN
BHUSAVAL JN,69.0,82356,"Tue,Fri",SUVIDHA TRAIN
ITARSI JN,43.0,82356,"Tue,Fri",SUVIDHA TRAIN
JABALPUR,29.0,82356,"Tue,Fri",SUVIDHA TRAIN
SATNA,46.0,82356,"Tue,Fri",SUVIDHA TRAIN
PRAYAGRAJ CHHEOKI,40.0,82356,"Tue,Fri",SUVIDHA TRAIN
PT.DEEN DAYAL UPADHYAYA JN.,0.0,82356,"Tue,Fri",SUVIDHA TRAIN
RAGHUNATHPUR,9.0,82356,"Tue,Fri",SUVIDHA TRAIN
PATNA JN,1.0,82356,"Tue,Fri",SUVIDHA TRAIN
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,12809,Daily,SUPERFAST
DADAR,36.0,12809,Daily,SUPERFAST
THANE,43.0,12809,Daily,SUPERFAST
KALYAN JN,48.0,12809,Daily,SUPERFAST
KASARA,57.0,12809,Daily,SUPERFAST
IGATPURI,63.0,12809,Daily,SUPERFAST
NASIK ROAD,71.0,12809,Daily,SUPERFAST
MANMAD JN,68.0,12809,Daily,SUPERFAST
CHALISGAON JN,75.0,12809,Daily,SUPERFAST
JALGAON JN,89.0,12809,Daily,SUPERFAST
BHUSAVAL JN,69.0,12809,Daily,SUPERFAST
MALKAPUR,84.0,12809,Daily,SUPERFAST
NANDURA,83.0,12809,Daily,SUPERFAST
JALAMB JN.,83.0,12809,Daily,SUPERFAST
SHEGAON,84.0,12809,Daily,SUPERFAST
AKOLA JN.,79.0,12809,Daily,SUPERFAST
MURTAJAPUR JN.,80.0,12809,Daily,SUPERFAST
BADNERA JN.,52.0,12809,Daily,SUPERFAST
DHAMANGAON,54.0,12809,Daily,SUPERFAST
PULGAON JN,56.0,12809,Daily,SUPERFAST
WARDHA JN,59.0,12809,Daily,SUPERFAST
NAGPUR,44.0,12809,Daily,SUPERFAST
BHANDARA ROAD,44.0,12809,Daily,SUPERFAST
TUMSAR ROAD,43.0,12809,Daily,SUPERFAST
GONDIA JN,46.0,12809,Daily,SUPERFAST
DONGARGARH,45.0,12809,Daily,SUPERFAST
RAJ NANDGAON,49.0,12809,Daily,SUPERFAST
DURG,34.0,12809,Daily,SUPERFAST
RAIPUR JN,41.0,12809,Daily,SUPERFAST
BHATAPARA,50.0,12809,Daily,SUPERFAST
BILASPUR JN.,33.0,12809,Daily,SUPERFAST
CHAMPA,40.0,12809,Daily,SUPERFAST
SAKTI,46.0,12809,Daily,SUPERFAST
KHARSIA,46.0,12809,Daily,SUPERFAST
RAIGARH,59.0,12809,Daily,SUPERFAST
BELPAHAR,76.0,12809,Daily,SUPERFAST
BRAJRAJNAGAR,84.0,12809,Daily,SUPERFAST
JHARSUGUDA JN,106.0,12809,Daily,SUPERFAST
ROURKELA,172.0,12809,Daily,SUPERFAST
CHAKARADHARPUR,195.0,12809,Daily,SUPERFAST
TATANAGAR JN,300.0,12809,Daily,SUPERFAST
KHARAGPUR JN,318.0,12809,Daily,SUPERFAST
SANTRAGACHI JN,358.0,12809,Daily,SUPERFAST
HOWRAH JN,329.0,12809,Daily,SUPERFAST
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,12111,Daily,SUPERFAST
DADAR,6.0,12111,Daily,SUPERFAST
THANE,33.0,12111,Daily,SUPERFAST
KALYAN JN,45.0,12111,Daily,SUPERFAST
NASIK ROAD,39.0,12111,Daily,SUPERFAST
JALGAON JN,47.0,12111,Daily,SUPERFAST
BHUSAVAL JN,33.0,12111,Daily,SUPERFAST
MALKAPUR,40.0,12111,Daily,SUPERFAST
NANDURA,39.0,12111,Daily,SUPERFAST
SHEGAON,34.0,12111,Daily,SUPERFAST
AKOLA JN.,28.0,12111,Daily,SUPERFAST
MURTAJAPUR JN.,38.0,12111,Daily,SUPERFAST
BADNERA JN.,17.0,12111,Daily,SUPERFAST
AMRAVATI,0.0,12111,Daily,SUPERFAST
MUMBAI CENTRAL,0.0,22209,"Mon,Fri",DURONTO EXPRESS
VADODARA JN,23.0,22209,"Mon,Fri",DURONTO EXPRESS
RATLAM JN,21.0,22209,"Mon,Fri",DURONTO EXPRESS
KOTA JN,13.0,22209,"Mon,Fri",DURONTO EXPRESS
NEW DELHI,48.0,22209,"Mon,Fri",DURONTO EXPRESS
BANDRA TERMINUS,0.0,12909,"Tue,Thu,Sat",GARIB RATH
BORIVALI,17.0,12909,"Tue,Thu,Sat",GARIB RATH
SURAT,3.0,12909,"Tue,Thu,Sat",GARIB RATH
VADODARA JN,14.0,12909,"Tue,Thu,Sat",GARIB RATH
RATLAM JN,8.0,12909,"Tue,Thu,Sat",GARIB RATH
KOTA JN,14.0,12909,"Tue,Thu,Sat",GARIB RATH
MATHURA JN.,0.0,12909,"Tue,Thu,Sat",GARIB RATH
HAZRAT NIZAMUDDIN JN,16.0,12909,"Tue,Thu,Sat",GARIB RATH
LOKMANYATILAK,0.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
THANE,7.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
KALYAN JN,12.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
NASIK ROAD,23.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
BHUSAVAL JN,36.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
ITARSI JN,3.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
JABALPUR,22.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
SATNA,31.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
PRAYAGRAJ JN,0.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
PHULPUR,20.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
JANGHAI JN,1.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
MARIAHU,5.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
ZAFARABAD JN,4.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
JAUNPUR JN,42.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
MAU JN,0.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
BELTHARA ROAD,7.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
DEORIA SADAR,29.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
GORAKHPUR JN,15.0,11055,"Mon,Wed,Fri,Sun",MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,11401,Daily,MAIL EXPRESS
DADAR,6.0,11401,Daily,MAIL EXPRESS
THANE,7.0,11401,Daily,MAIL EXPRESS
KALYAN JN,13.0,11401,Daily,MAIL EXPRESS
IGATPURI,14.0,11401,Daily,MAIL EXPRESS
NASIK ROAD,20.0,11401,Daily,MAIL EXPRESS
LASALGAON,26.0,11401,Daily,MAIL EXPRESS
MANMAD JN,6.0,11401,Daily,MAIL EXPRESS
ROTEGAON,14.0,11401,Daily,MAIL EXPRESS
LASUR,29.0,11401,Daily,MAIL EXPRESS
AURANGABAD,32.0,11401,Daily,MAIL EXPRESS
JALNA,38.0,11401,Daily,MAIL EXPRESS
PARTUR,47.0,11401,Daily,MAIL EXPRESS
SELU,40.0,11401,Daily,MAIL EXPRESS
PARBHANI JN,30.0,11401,Daily,MAIL EXPRESS
PURNA JN,23.0,11401,Daily,MAIL EXPRESS
NANDED,13.0,11401,Daily,MAIL EXPRESS
MUDKHED,0.0,11401,Daily,MAIL EXPRESS
BHOKAR,5.0,11401,Daily,MAIL EXPRESS
HIMAYATNAGAR,0.0,11401,Daily,MAIL EXPRESS
SAHARSRAKUND,0.0,11401,Daily,MAIL EXPRESS
BODHADI BUJRUG,7.0,11401,Daily,MAIL EXPRESS
KINWAT,8.0,11401,Daily,MAIL EXPRESS
ADILABAD,0.0,11401,Daily,MAIL EXPRESS
PIMPALKHUTI,0.0,11401,Daily,MAIL EXPRESS
WANI,23.0,11401,Daily,MAIL EXPRESS
BHANDAK,39.0,11401,Daily,MAIL EXPRESS
CHANDRAPUR,51.0,11401,Daily,MAIL EXPRESS
BALHARSHAH,0.0,11401,Daily,MAIL EXPRESS
LOKMANYATILAK,0.0,12336,"Tue,Sun",SUPERFAST
KALYAN JN,12.0,12336,"Tue,Sun",SUPERFAST
IGATPURI,5.0,12336,"Tue,Sun",SUPERFAST
NASIK ROAD,9.0,12336,"Tue,Sun",SUPERFAST
MANMAD JN,7.0,12336,"Tue,Sun",SUPERFAST
BHUSAVAL JN,1.0,12336,"Tue,Sun",SUPERFAST
BURHANPUR,15.0,12336,"Tue,Sun",SUPERFAST
KHANDWA JUNCTION,1.0,12336,"Tue,Sun",SUPERFAST
HARDA,4.0,12336,"Tue,Sun",SUPERFAST
ITARSI JN,0.0,12336,"Tue,Sun",SUPERFAST
PIPARIYA,3.0,12336,"Tue,Sun",SUPERFAST
JABALPUR,0.0,12336,"Tue,Sun",SUPERFAST
KATNI,25.0,12336,"Tue,Sun",SUPERFAST
SATNA,22.0,12336,"Tue,Sun",SUPERFAST
PRAYAGRAJ CHHEOKI,9.0,12336,"Tue,Sun",SUPERFAST
MIRZAPUR,0.0,12336,"Tue,Sun",SUPERFAST
PT.DEEN DAYAL UPADHYAYA JN.,0.0,12336,"Tue,Sun",SUPERFAST
DILDARNAGAR JN,0.0,12336,"Tue,Sun",SUPERFAST
BUXAR,0.0,12336,"Tue,Sun",SUPERFAST
DUMRAON,2.0,12336,"Tue,Sun",SUPERFAST
ARA,5.0,12336,"Tue,Sun",SUPERFAST
DANAPUR,13.0,12336,"Tue,Sun",SUPERFAST
PATNA JN,21.0,12336,"Tue,Sun",SUPERFAST
PATNA SAHEB,41.0,12336,"Tue,Sun",SUPERFAST
FATUHA,48.0,12336,"Tue,Sun",SUPERFAST
KHUSROPUR,50.0,12336,"Tue,Sun",SUPERFAST
BAKHTIYARPUR JN,51.0,12336,"Tue,Sun",SUPERFAST
BARH,56.0,12336,"Tue,Sun",SUPERFAST
MOKAMA,52.0,12336,"Tue,Sun",SUPERFAST
LUCKEESARAI JN,47.0,12336,"Tue,Sun",SUPERFAST
KIUL JN,15.0,12336,"Tue,Sun",SUPERFAST
KAJRA,21.0,12336,"Tue,Sun",SUPERFAST
ABHAIPUR,22.0,12336,"Tue,Sun",SUPERFAST
JAMALPUR JN,12.0,12336,"Tue,Sun",SUPERFAST
BARIARPUR,14.0,12336,"Tue,Sun",SUPERFAST
SULTANGANJ,5.0,12336,"Tue,Sun",SUPERFAST
BHAGALPUR,1.0,12336,"Tue,Sun",SUPERFAST
BANDRA TERMINUS,0.0,15068,Fri,MAIL EXPRESS
BORIVALI,16.0,15068,Fri,MAIL EXPRESS
VAPI,9.0,15068,Fri,MAIL EXPRESS
BHESTAN,24.0,15068,Fri,MAIL EXPRESS
NANDURBAR,0.0,15068,Fri,MAIL EXPRESS
JALGAON JN,0.0,15068,Fri,MAIL EXPRESS
BHUSAVAL JN,0.0,15068,Fri,MAIL EXPRESS
KHANDWA JUNCTION,4.0,15068,Fri,MAIL EXPRESS
HARDA,10.0,15068,Fri,MAIL EXPRESS
ITARSI JN,12.0,15068,Fri,MAIL EXPRESS
RANI KAMALAPATI,10.0,15068,Fri,MAIL EXPRESS
VIDISHA,63.0,15068,Fri,MAIL EXPRESS
VIRANGANA LAKSHMIBAI JHANSI,15.0,15068,Fri,MAIL EXPRESS
ORAI,26.0,15068,Fri,MAIL EXPRESS
POKHRAYAN,34.0,15068,Fri,MAIL EXPRESS
KANPUR CENTRAL,0.0,15068,Fri,MAIL EXPRESS
LUCKNOW,38.0,15068,Fri,MAIL EXPRESS
BARABANKI JN,19.0,15068,Fri,MAIL EXPRESS
GONDA JN,23.0,15068,Fri,MAIL EXPRESS
BALRAMPUR,35.0,15068,Fri,MAIL EXPRESS
KAUWAPUR,28.0,15068,Fri,MAIL EXPRESS
TULSIPUR,27.0,15068,Fri,MAIL EXPRESS
GAINSARI JN,28.0,15068,Fri,MAIL EXPRESS
PACHPERWA,27.0,15068,Fri,MAIL EXPRESS
BARHNI,18.0,15068,Fri,MAIL EXPRESS
SHOHRATGARH,11.0,15068,Fri,MAIL EXPRESS
SIDDHARTH NAGAR,13.0,15068,Fri,MAIL EXPRESS
ANAND NAGAR,0.0,15068,Fri,MAIL EXPRESS
GORAKHPUR JN,0.0,15068,Fri,MAIL EXPRESS
LOKMANYATILAK,0.0,12223,"Tue,Sat",DURONTO EXPRESS
PANVEL,30.0,12223,"Tue,Sat",DURONTO EXPRESS
RATNAGIRI,75.0,12223,"Tue,Sat",DURONTO EXPRESS
MADGAON JUNCTION,122.0,12223,"Tue,Sat",DURONTO EXPRESS
MANGALORE JUNCTION,104.0,12223,"Tue,Sat",DURONTO EXPRESS
KOZHIKKODE,149.0,12223,"Tue,Sat",DURONTO EXPRESS
ERNAKULAM JN,93.0,12223,"Tue,Sat",DURONTO EXPRESS
BANDRA TERMINUS,0.0,22971,Mon,SUPERFAST
BORIVALI,39.0,22971,Mon,SUPERFAST
VAPI,59.0,22971,Mon,SUPERFAST
VALSAD,74.0,22971,Mon,SUPERFAST
BHESTAN,78.0,22971,Mon,SUPERFAST
VYARA,88.0,22971,Mon,SUPERFAST
NANDURBAR,64.0,22971,Mon,SUPERFAST
BHUSAVAL JN,46.0,22971,Mon,SUPERFAST
ITARSI JN,0.0,22971,Mon,SUPERFAST
NARSINGHPUR,11.0,22971,Mon,SUPERFAST
JABALPUR,0.0,22971,Mon,SUPERFAST
KATNI,5.0,22971,Mon,SUPERFAST
SATNA,16.0,22971,Mon,SUPERFAST
PRAYAGRAJ CHHEOKI,19.0,22971,Mon,SUPERFAST
PT.DEEN DAYAL UPADHYAYA JN.,0.0,22971,Mon,SUPERFAST
LOKMANYATILAK,0.0,22865,Thu,SUPERFAST
THANE,264.0,22865,Thu,SUPERFAST
MANMAD JN,302.0,22865,Thu,SUPERFAST
BHUSAVAL JN,323.0,22865,Thu,SUPERFAST
WARDHA JN,320.0,22865,Thu,SUPERFAST
NAGPUR,283.0,22865,Thu,SUPERFAST
RAIPUR JN,245.0,22865,Thu,SUPERFAST
BILASPUR JN.,254.0,22865,Thu,SUPERFAST
RAIGARH,249.0,22865,Thu,SUPERFAST
BRAJRAJNAGAR,278.0,22865,Thu,SUPERFAST
JHARSUGUDA ROAD,284.0,22865,Thu,SUPERFAST
ANGUL,244.0,22865,Thu,SUPERFAST
TALCHER ROAD,249.0,22865,Thu,SUPERFAST
DHENKANAL,290.0,22865,Thu,SUPERFAST
CUTTACK,290.0,22865,Thu,SUPERFAST
BHUBANESWAR,315.0,22865,Thu,SUPERFAST
KHURDA ROAD JN,360.0,22865,Thu,SUPERFAST
PURI,325.0,22865,Thu,SUPERFAST
BANDRA TERMINUS,0.0,12247,Fri,SUPERFAST
SURAT,19.0,12247,Fri,SUPERFAST
VADODARA JN,16.0,12247,Fri,SUPERFAST
RATLAM JN,27.0,12247,Fri,SUPERFAST
KOTA JN,27.0,12247,Fri,SUPERFAST
MATHURA JN.,15.0,12247,Fri,SUPERFAST
HAZRAT NIZAMUDDIN JN,11.0,12247,Fri,SUPERFAST
BANDRA TERMINUS,0.0,22901,"Tue,Thu,Sat",SUPERFAST
BORIVALI,12.0,22901,"Tue,Thu,Sat",SUPERFAST
SURAT,5.0,22901,"Tue,Thu,Sat",SUPERFAST
BHARUCH JN,10.0,22901,"Tue,Thu,Sat",SUPERFAST
VADODARA JN,13.0,22901,"Tue,Thu,Sat",SUPERFAST
DAHOD,5.0,22901,"Tue,Thu,Sat",SUPERFAST
RATLAM JN,10.0,22901,"Tue,Thu,Sat",SUPERFAST
JAORA,21.0,22901,"Tue,Thu,Sat",SUPERFAST
MANDASOR,26.0,22901,"Tue,Thu,Sat",SUPERFAST
NIMACH,23.0,22901,"Tue,Thu,Sat",SUPERFAST
NIMBAHERA,11.0,22901,"Tue,Thu,Sat",SUPERFAST
CHITTAURGARH JN.,0.0,22901,"Tue,Thu,Sat",SUPERFAST
FATEHNAGAR,0.0,22901,"Tue,Thu,Sat",SUPERFAST
MAVLI JN,0.0,22901,"Tue,Thu,Sat",SUPERFAST
RANA PRATAP NAGAR,0.0,22901,"Tue,Thu,Sat",SUPERFAST
UDAIPUR CITY,0.0,22901,"Tue,Thu,Sat",SUPERFAST
BANDRA TERMINUS,0.0,20941,"Fri,Sun",SUPERFAST
BORIVALI,5.0,20941,"Fri,Sun",SUPERFAST
VAPI,2.0,20941,"Fri,Sun",SUPERFAST
VALSAD,5.0,20941,"Fri,Sun",SUPERFAST
SURAT,9.0,20941,"Fri,Sun",SUPERFAST
BHARUCH JN,18.0,20941,"Fri,Sun",SUPERFAST
VADODARA JN,22.0,20941,"Fri,Sun",SUPERFAST
RATLAM JN,22.0,20941,"Fri,Sun",SUPERFAST
SHAMGARH,25.0,20941,"Fri,Sun",SUPERFAST
RAMGANJ MANDI,35.0,20941,"Fri,Sun",SUPERFAST
KOTA JN,26.0,20941,"Fri,Sun",SUPERFAST
SAWAI MADHOPUR,35.0,20941,"Fri,Sun",SUPERFAST
GANGAPUR CITY,34.0,20941,"Fri,Sun",SUPERFAST
SHRI MAHAVEERJI,38.0,20941,"Fri,Sun",SUPERFAST
HINDAUN CITY,35.0,20941,"Fri,Sun",SUPERFAST
BAYANA JN,17.0,20941,"Fri,Sun",SUPERFAST
AGRA CANTT,46.0,20941,"Fri,Sun",SUPERFAST
SHAMSHABAD TOWN,60.0,20941,"Fri,Sun",SUPERFAST
ETAWAH JN,38.0,20941,"Fri,Sun",SUPERFAST
KANPUR CENTRAL,40.0,20941,"Fri,Sun",SUPERFAST
PRAYAGRAJ JN,17.0,20941,"Fri,Sun",SUPERFAST
JANGHAI JN,48.0,20941,"Fri,Sun",SUPERFAST
MARIAHU,38.0,20941,"Fri,Sun",SUPERFAST
JAUNPUR JN,33.0,20941,"Fri,Sun",SUPERFAST
KIRAKAT,8.0,20941,"Fri,Sun",SUPERFAST
DODHI,42.0,20941,"Fri,Sun",SUPERFAST
AUNRIHAR JN.,35.0,20941,"Fri,Sun",SUPERFAST
GHAZIPUR CITY,19.0,20941,"Fri,Sun",SUPERFAST
BANDRA TERMINUS,0.0,20943,Thu,SUPERFAST
BORIVALI,5.0,20943,Thu,SUPERFAST
VAPI,12.0,20943,Thu,SUPERFAST
SURAT,43.0,20943,Thu,SUPERFAST
VADODARA JN,66.0,20943,Thu,SUPERFAST
AHMEDABAD JN,27.0,20943,Thu,SUPERFAST
PALANPUR JN,0.0,20943,Thu,SUPERFAST
ABU ROAD,0.0,20943,Thu,SUPERFAST
JAWAI BANDH,3.0,20943,Thu,SUPERFAST
PALI MARWAR,13.0,20943,Thu,SUPERFAST
BHAGAT KI KOTHI,8.0,20943,Thu,SUPERFAST
BANDRA TERMINUS,0.0,19203,Sat,MAIL EXPRESS
BORIVALI,7.0,19203,Sat,MAIL EXPRESS
VAPI,16.0,19203,Sat,MAIL EXPRESS
SURAT,4.0,19203,Sat,MAIL EXPRESS
ANKLESHWAR JN,8.0,19203,Sat,MAIL EXPRESS
VADODARA JN,10.0,19203,Sat,MAIL EXPRESS
ANAND JN,15.0,19203,Sat,MAIL EXPRESS
NADIAD JN,17.0,19203,Sat,MAIL EXPRESS
AHMEDABAD JN,0.0,19203,Sat,MAIL EXPRESS
SARKHEJ,2.0,19203,Sat,MAIL EXPRESS
DHANDHUKA,0.0,19203,Sat,MAIL EXPRESS
BOTAD JN,0.0,19203,Sat,MAIL EXPRESS
DHOLA JN,14.0,19203,Sat,MAIL EXPRESS
DHASA JN,28.0,19203,Sat,MAIL EXPRESS
LATHI,30.0,19203,Sat,MAIL EXPRESS
KHIJADIYA JN,30.0,19203,Sat,MAIL EXPRESS
CHITAL,26.0,19203,Sat,MAIL EXPRESS
LUNIDHAR,26.0,19203,Sat,MAIL EXPRESS
KUNKAVAV JN,27.0,19203,Sat,MAIL EXPRESS
KHAKHARIA,28.0,19203,Sat,MAIL EXPRESS
VADIYA DEVLI,29.0,19203,Sat,MAIL EXPRESS
JETALSAR JN,10.0,19203,Sat,MAIL EXPRESS
JUNAGADH JN,11.0,19203,Sat,MAIL EXPRESS
VERAVAL,2.0,19203,Sat,MAIL EXPRESS
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS,0.0,11139,Daily,SUPERFAST
KALYAN JN,74.0,11139,Daily,SUPERFAST
PUNE JN,83.0,11139,Daily,SUPERFAST
GADAG JN,299.0,11139,Daily,SUPERFAST
KOPPAL,275.0,11139,Daily,SUPERFAST
MUNIRABAD,298.0,11139,Daily,SUPERFAST
HOSAPETE JUNCTION,271.0,11139,Daily,SUPERFAST
BANDRA TERMINUS,0.0,02133,Sat,TRAIN ON DEMAND
BORIVALI,13.0,02133,Sat,TRAIN ON DEMAND
VAPI,3.0,02133,Sat,TRAIN ON DEMAND
