station,avg_arr_delay,train_no,days,type
GHATPRABHA,6.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
BELAGAVI,0.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
KHANAPUR,4.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
LONDA JN,5.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
ALNAVAR JN,5.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
DHARWAR,8.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
SSS HUBBALLI JN,7.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
HAVERI,0.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
RANIBENNUR,0.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
HARIHAR,0.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
DAVANGERE,0.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
CHIKJAJUR JN,12.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
BIRUR JN,33.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
KADUR,34.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
ARSIKERE JN,25.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
TIPTUR,38.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
TUMKUR,7.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
CHIK BANAVAR,37.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
SMVT BENGALURU,9.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
KRISHNARAJAPURM,13.0,11005,"Mon,Fri,Sun",MAIL EXPRESS
